nationality,gender,age,overall rating,value for money rating,security rating,location rating,facilities rating,staff rating,atmosphere rating,cleanliness rating,text review
England,Male,25-30,6.3,6,8,6,6,6,6,6,"was greeted with a chaotic reception desk followed by a barrage of unusually stringent policies and rules. reception also not particularly helpful with advice/insight into the city. other than that, a decent short stay."
England,Male,41+,10,10,10,10,10,10,10,10,"free, bbq,free ride to beach, free comedy night, free returns to six flags,, more expensive than other hostels,but you get it all back and more.good atmosphere on front lounge area, overal great experience."
Scotland,Male,25-30,9.1,10,8,8,10,8,10,10,fantastic hostel. centrally located. met some amazing folks here. very much a social/party hostel with good activities and cool staff too. 
USA,Male,31-40,8.3,8,10,8,10,6,8,8,"well organized, clean. a little on the expensive side, but this is hollywood. plenty of places to mingle with other visitors, which i did. had a great time, thanks!"
Ireland,AllFemaleGroup,25-30,7.1,6,10,8,8,4,8,6,we felt overall the hostel was nice although the staff weren't particularly friendly. there was only one nice guy but he had just started and the other staff were rolling their eyes and very impatient with him when he asked for help. didn't create a great atmosphere for us as guests.
Turkey,Male,31-40,9.1,10,8,10,10,10,8,8,"it has a great location right next to the hollywood blvd. it looks pretty nice from the outside and patio as well as the inside of the building. the beds have sockets, which is a great service, and the bathrooms were pretty clean. not many hostels have events, but the hostel has several events everyday, some of which requires some payment if not much."
Mexico,Male,25-30,9.7,10,10,10,8,10,10,10,"staff was amazing. atmosphere was fantastic, lots of people with cool vibes. the only suggestion i would make is to setup a/c in the rooms, it was incredibly hot and you have to struggle to get a decent sleep."
Ireland,Couple,25-30,9.7,10,10,10,10,8,10,10,"comfortable beds,with a good amount of privacy when sleeping/reading.location excellent,decent breakfast."
NewZealand,Male,18-24,9.1,8,8,10,10,8,10,10,dope hostel. helpful staff and always activities going on. met some amazing people here
Canada,Male,41+,10,10,10,10,10,10,10,10,"this was my 4th stay here.it could easily serve as a model or template of what a hostel should be.the location is very convenient , just off hollywood boulevard and the centre of the action in l.a. the staff are friendly, helpful and professional.the dorms are exceptionally well designed , with power points, reading lights and privacy screens at each bed and power points inside the large lockers.big front patio with lots of seating to relax outside in the reliably balmy l.a. weather"
USA,Male,25-30,8,8,8,10,6,8,8,8,"i've stayed in over a dozen hostels now and i'd say this one is a solid b+.  great hostel to meet travelers as there's a front porch area with couches and there's a bar open at night on the 2nd floor (although i wish someone told me this...i didn't figure this out until my last night lol)   free towels, easy check-in. the staff was a little ""meh"" honestly. they were friendly but just like i said...""meh"".  the rooms are hot, the other reviewers are not wrong here. rooms are spacious though!"
Australia,Female,41+,10,10,10,10,10,10,10,10,"friendly, helpful staff, very clean rooms and spotlessly clean ensuites. excellent wifi and access to power supplies which these days is a necessity, not a bonus! activities and shuttles organised for you....and a very generous breakfast included in the price. highly recommend!"
England,Male,25-30,8.3,8,10,10,8,8,8,6,fun hostel!
USA,Male,31-40,8,6,8,8,8,10,6,10,staff were excellent and the place was very clean. my only complaint is the sound of delivery trucks next door waking me up every morning at 4 or 5.
Mexico,Male,25-30,6.3,2,10,10,4,4,6,8,"the good: breakfast was great   the bad: staff is not a problem solver; some of them aren’t friendly at all. check in time is very late 2:00 pm and check out time very early. 10 am. other hostels check out times is 11 a.m. or 12p.m. and check ins at 1:00  the worst: no air con, fans didn't do anything. sleeping here is impossible because rooms are ridiculously hot.  the best: location  conclusion: overpriced. i will never go back there."
China,Female,18-24,9.7,10,10,8,10,10,10,10,love this hostel but not la
Scotland,Female,18-24,9.1,8,8,10,10,8,10,10,"i stayed here for a week and i have to say i was very pleasantly surprised. a lot of people complaining about no ac. yes it was hot but not that bad. the staff were great - some unfair and unprofessional at times but otherwise very helpful. beds were comfortable, no issues with wifi, but i knew a few people who did. security is tight but not during the day, homeless able to enter. price a little high for a hostel but i can't complain as i have met some amazing people and would 100% return here"
Netherlands,Female,25-30,8,8,10,6,8,8,10,6,"good hostel, great atmosphere!! easy to meet new people. rooms were good, although ac couldn't hurt (hot!). hollywood isn't that interesting, but it's a safe area. bathrooms were a bit dirty. breakfast was awesome!!"
Spain,Male,25-30,8,6,8,10,8,8,8,8,"nice hostel. clean toilets, confortable beds, corteous staff."
Sweden,Male,18-24,8.9,8,8,10,8,10,10,8,really helpful and nice staff. close to everything in hollywood and they arrange trips and tours with good value for money.
Scotland,Male,25-30,9.1,10,10,10,10,6,8,10,enjoyed my stay at this hostel. the security was excellent and it was maybe the cleanest hostel i have ever been in ! would highly recommend to anyone coming to la to stay here
USA,Male,41+,10,10,10,10,10,10,10,10,very good. thank you very much. gerald jones.
Scotland,Female,25-30,7.7,8,8,8,8,8,6,8,really good hostel just off hollywood blvd. helpful staff. too hot in the rooms with no air con.
Colombia,Male,25-30,9.4,10,10,10,10,6,10,10,"is a great place, good activities planned and excelent location."
England,Female,25-30,8.9,8,10,8,10,8,8,10,"easy to meet people here and plenty of activities provided inc a few all you can eat bbqs. a good base location wise, right i the centre of hollywood. staff all pretty friendly and common areas are good places to chill out or hang out and party."
China,Male,31-40,10,10,10,10,10,10,10,10,"this is a well managed hostel, nothing negative about it to say, please keep up the good reputation. good job to you!"
Germany,Female,31-40,10,10,10,10,10,10,10,10,just one word.. wow!!!!
England,Male,25-30,8.9,8,10,8,10,8,8,10,probably the best hostel in la. i have no complaints. i would stay here again.
NewZealand,Female,18-24,8.3,8,10,10,8,8,6,8,hostel was pretty cool. good security measures. no air con in most rooms kinda sucked :-( free breakfast was a bonus :-) comedy night was super awkward. the tours are good for if you don't know how to get there yourself.
England,MixedGroup,18-24,8.9,8,8,10,8,8,10,10,"no air con, fans didn't do anything so it was ridiculously hot, slept on top of sheets."
France,Female,31-40,9.1,10,10,10,10,8,8,8,"i had a great stay at usa hostel hollywood, staff was friendly and helpful!  lot of activities every day and very good location!"
USA,Female,25-30,9.7,10,10,8,10,10,10,10,the staff were very friendly and seemed to really do their utmost to ensure the guests (including myself) were situated with their visit in la. the hostel was very clean; the bathroom layout was great since the shower was set in another room. the amenities had advantages since there were convenient resources for accessing and storing snacks and the provision of lots of power outlets was very helpful. the security was also great with the multiple lock systems in place. i'd stay again if i return.
Colombia,Female,25-30,8.9,8,8,8,10,10,10,8,great service. staff were very helpful and gave lots of advices about things to do in the city.
England,Female,18-24,10,10,10,10,10,10,10,10,"great staff who spoke perfect english with good knowledge of the area! good location, and atmosphere. hostel offers plenty of activities both at night and during the day! great place to meet people so would recommend for those travelling alone! "
USA,Male,25-30,10,10,10,10,10,10,10,10,"perfect, no problems, clean. very hip and plenty of fun common areas. would recommend!"
Germany,Male,18-24,8.9,8,10,8,8,10,10,8,the daily activities are well organised and a great opportunity to get to know new people. the location is super close to the walk of fame and some nice bars/restaurants
Thailand,Female,18-24,8.9,8,10,8,10,10,8,8,good location. many activities. friendly staff.
Scotland,Female,18-24,10,10,10,10,10,10,10,10,"loved our stay here, great location and lots to do with the hostel or on our own, staff were great. only downside was the dorms got really warm but it is la in summertime :)"
England,Female,18-24,10,10,10,10,10,10,10,10,"thanks so much for making my la stay amazing! all the activities organised by the hostel were excellent, shown around by people who really knew the area and knew their stuff. the bar crawl was a particular highlight! really appreciated being able to use the hostel facilities the day of check out - check out is 10am but my flight wasn't until later on that evening. staff were all so friendly and super helpful at all times. couldn't have asked for anything more! :)"
Australia,Female,18-24,10,10,10,10,10,10,10,10,awesome staff!
England,Female,18-24,9.1,8,10,8,10,8,10,10,"i liked that i was able to use the kitchen and lounge after i'd checked out and was waiting for my shuttle. the breakfast was also really good. i wasn't a fan of hollywood blvd that much as there wasn't much for me to do other than souvenir shop (lots of bars but i'm underage). tours were good fun, always ran in the middle of the day for some reason (very hot).   overs all i'm glad i stayed here and would stay again if i was over 21 and in a group."
NewZealand,Female,41+,9.7,8,10,10,10,10,10,10,"good place to meet other travellers,  lots of activities organised by the hostel,  very helpful staff"
India,Female,25-30,10,10,10,10,10,10,10,10,"the hostel is located in the middle of hollywood street .. the staff are most helpful and amazing . love the daily tour they schedule , it allows one to build and know your room mates and fellow people.. "
Brazil,Male,31-40,6.6,6,8,6,6,6,8,6,the breakast ia terrible! no air condition. summer day and/or night in this hostel is impossible.
England,Female,31-40,10,10,10,10,10,10,10,10,"the loveliest thing about this hostel is that the staff all seem to be travellers themselves, so it adds an extra homely element. the beds all have 'privacy compartments' with a panel containing plugs and a shelf. when you're sharing rooms this small feature is very welcomed. you can really relax. breakfast is fresh and varied, maybe the best of all la hostels and i stayed in four while in la."
England,Female,18-24,9.7,10,10,10,10,10,8,10,"brilliant staff, always happy to help with any query (i had a lot)."
NewZealand,Male,25-30,8,6,10,8,8,8,8,8,the location and the hostel itself was great. it was annoying to show the card every time but it ensured only people who were staying there to enter the building. i just wish the rooms had air conditioning as the fan on the roof was not enough to keep the room cool during the hot summer month of july/august and the shower did not have a warm setting. my room had only a hot or cold setting.
England,Female,18-24,10,10,10,10,10,10,10,10,"a great hostel, i travelled to many different hostels in america this summer and this hostel was the best i stayed in. the room was spacious and clean. i loved the design of the beds having a metal surrounding that created almost a den for you and you could charge your belongings. this hostel offered great activities for free or a small charge. i would highly recommend this hostel."
USA,Female,18-24,8.9,8,8,8,8,10,10,10,i loved the sign up tour oportunities and shuttles to go and the bbq during my stay! the only thing that i didnt like was that the fan in the room turned off when we turned the lights off so it was very uncomfortable to sleep...i wish the roo s has ac!!!
England,Female,25-30,7.1,6,10,8,8,6,6,6,checkout at 10am is too early. needs to be changed to 11am. staff weren't always friendly.
Australia,Female,18-24,10,10,10,10,10,10,10,10,"absolutely loved my stay at usa hostels hollywood! the facilities were great, the atmosphere was great and there were plenty of activities on offer. the rooms had their own bathroom (which were cleaned very thoroughly) and lockers were a suitable size to put valuables in. the staff were friendly and professional!"
NewZealand,Female,25-30,8.9,8,10,8,10,8,10,8,"i had a fantastic stay. the staff were lovely, as we're all the guests. the room was clean and the bed was comfortable."
Scotland,Male,25-30,9.1,6,10,10,8,10,10,10,"mote shower and toilet facilities would be good, especially at this price."
SouthKorea,Male,25-30,8.6,8,10,10,8,10,6,8,"good hostel but not for the people (not staff) i mean, people in the hostel are likely to enjoy parties and it is fine with me. it is their business but after the party, they took shower at 1 am or noon... everything is really great. place, kind staff, facilities.. but if you want stay in a tranquil place or a quiet hostel, i do not want to recommend this hostel. that is th only deficit this hostel has."
Brazil,Male,31-40,9.1,10,8,10,8,10,10,8,i like to much this hostel!
England,Female,18-24,8.3,8,10,10,8,6,8,8,this hostel had a very good location and had very clean and well designed rooms with loads of charging points and private bunk beds. we enjoyed our stay here!
Scotland,AllFemaleGroup,18-24,7.4,8,10,10,2,6,6,10,"fantastic location!! only bad thing about this hostel is lack of toilets!! what a joke, had to wait for about an hour due to everyone showering. went to try and use the 3 only other communal toilets all taken for the whole time. apart from this it was a fantastic hostel."
Wales,Male,25-30,7.1,8,8,8,8,8,2,8,"i didn't like the atmosphere, which in fairness was mainly dictated by the guests staying at the time, but could have been better with more social events."
England,Male,18-24,9.7,10,10,8,10,10,10,10,this hostel is great value for money situated about 45 minutes outside of the national park.    there is a sauna and spa which is perfect after a days hiking. the home made food and bar was also spot on!    altogether a great hostel and great value for money.
Australia,Male,25-30,8,8,8,8,8,8,8,8,"lockers could have been bigger, and not all rooms had aircon. other than that it was great"
Australia,Female,25-30,10,10,10,10,10,10,10,10,"as a single traveller this place allowed for full participation in meals, tours, meeting people, being safe! this place was amazing! the dude overnight was amazing, let me in when my shuttle dropped me off at 3am, checked me in and gave me everything i needed. the security door process is awesome. felt super secure. plenty of food places around and super central to all the fun! would certainly recommend to everyone! thanks guys!"
Australia,Male,18-24,7.4,6,8,6,8,8,8,8,"a decent hostel with friendly staff and good facilities. if you're looking to go to hollywood it's relatively close, however the area immediately surrounding the hostel is quite trashy."
Australia,Male,25-30,8.6,8,6,10,10,8,8,10,great location and great outdoor area.
Germany,Female,25-30,10,10,10,10,10,10,10,10,:-) it is just awesome.
China,Male,18-24,8.3,8,10,8,8,8,8,8,"awesome hostel in hollywood area. everything are great except that you have to be checked out by 10 am, which is too early for most of us."
England,Male,18-24,7.4,6,8,6,6,10,8,8,"lack of air on made the room unbearable to sleep in, worst night sleep in any hostel j have stayed in. homeless in street and outside bedroom was bothersome"
England,Female,25-30,9.4,6,10,10,10,10,10,10,"really wish i stayed there for longer, great place both staff and other residents friendly and fun"
USA,Male,18-24,9.1,10,10,10,10,8,8,8,very good location. the hostel offers plenty of free tours and cheap tours for us. most of the staffs are very sociable and friendly.
NewZealand,Female,25-30,9.7,10,10,10,10,8,10,10,great! best hostel i've ever stayed in.
NewZealand,Female,41+,8,6,10,8,8,8,8,8,"breakfast choices were good, steady supply of fruit and milk. layout cramped at peak hour. a more  user friendly system for doing dishes to  avoid waiting in a line because with checkout time being at 10 am i was really rushing and waiting 10 min to do my dishes made it stressful as i was told in no uncertain terms i'd be charged another  $10 if i was late checking out. lots of travelers arrive late at night and 10 am is too earlier to checkout. every other hostel  has 11 am  checkout ."
SriLanka,Male,31-40,8,8,8,10,8,6,8,8,some staff were not friendly at all.
Singapore,Female,18-24,6,6,6,8,6,4,4,8,"although the location was good, the general atmosphere of the place was undesirable for me. when i first entered the hostel, the smell of weed and alcohol immediately hit me in the face. i disliked that. that was why i shifted out after the 1st night. although some of the staff was friendly, there were a few of them (one particular male staff) who saw my friends and i struggling with our suitcases but did not bother to assist us with them when we had to move them up/down to our rooms."
Singapore,Female,18-24,3.7,4,4,2,6,6,2,2,there are too many people smoking weed and partying within or just outside the building. the fpushing system is weak as it is not able to flush a lot of things.
Australia,Female,18-24,9.4,10,10,10,8,8,10,10,great stay! good atmosphere and a lot of activities going on if you wish to par-take.   clean hostel with good vibes!
Canada,Male,25-30,8,6,6,10,10,6,8,10,great location. decent price. decent facilities. security needs a bit of work
England,Male,25-30,9.4,10,10,8,10,8,10,10,"this was the first hostel i stayed at on my trip around california, and made such a good impression that i stayed at other usa hostels in san francisco and san diego. great place, great atmosphere and activities, helpful and friendly staff. i felt safe and welcome and had a awesome time here. highly recommended! "
Australia,Female,18-24,10,10,10,10,10,10,10,10,"the beds were the comfiest i've stayed in, the staff was helpful and i loved the make your own pancake breakfast station! the map provided with food and attraction ideas was very helpful and very  appreciated."
India,Male,31-40,10,10,10,10,10,10,10,10,wish the shower water is faster .. and more forceful.
Australia,Male,18-24,8.3,10,6,8,8,8,10,8,"a lot of fun awesome staff and people, great value for money!"
Australia,Male,18-24,9.4,8,10,8,10,10,10,10,"hostel staff were helpful, it was clean and comfortable and had different activities every night. good place to meet people. facilities were great. "
Scotland,Female,18-24,9.1,10,10,10,8,8,8,10,good location next to hollywood boulevard. no parking for the hostel but we managed to get an ok deal from the lot across the street as we paid for 4 days up front - be prepared to haggle though. the room was comfortable and had an en suite. wifi was good. would recommend if you're in la and on a budget.
China,Female,18-24,9.7,10,10,8,10,10,10,10,"very clean, great staff.    though not located in a very safe neighborhood, the hostel itself makes travelers feel very safe staying there"
Wales,Male,18-24,10,10,10,10,10,10,10,10,"loved my stay at this hostel. met loads of people. all staff i came across were all friendly and always cleaning the hostel. good facilities available (especially walking tours are good), brilliant location for hollywood/ beverly hills. will definitely be back next time i'm visiting la. "
Argentina,Male,18-24,8.6,10,6,8,8,10,10,8,"very good hostel. excellent cost/quality relationship. staff was super nice and helpful. bed clothing and towels were not 100% clean but nothing too serious. as regards security, the neighborhood maybe a little bit dangerous during nights and during the day i came across with several crazy people in the nearby area asking for money and being aggressive if you don't give them anything. except for that, the rest was really good."
Sweden,Female,25-30,10,10,10,10,10,10,10,10,"for the money you pay, this hostel is excellent. great free breakfast every morning with bread, oats and pancakes!  they also do daily tours that you can join to see the best of la during your visit."
Brazil,AllFemaleGroup,25-30,10,10,10,10,10,10,10,10,amazing hostel in a great location. really cool staff that will help you to get arround.
Argentina,Female,25-30,10,10,10,10,10,10,10,10,excellent!!!!! best hostel in la!
England,Female,25-30,7.1,6,10,8,10,6,6,4,"the pros to this hostel are the cleanliness and security.    the negatives are the expensive price you pay for noisy dorm rooms.   the staff member that checked me out of the hostel booked my airport shuttle for a random day, despite chatting to me about where i was going that night in detail. i was waiting by the door with my bags for 50 minutes before asking what was happening. his incompetence meant a mad rush across hollywood, paying for an alternative shuttle and almost missing my flight."
Switzerland,Male,25-30,8.6,8,10,10,2,10,10,10,"it's a very good hostel with a good atmosphere,but you've to share the bathroom with 7 other people. "
Argentina,Female,18-24,8.9,8,10,10,10,8,6,10,"i am not a fan of chain hostels, they feel a little bit impersonal and too much like a hotel, it's a bit difficult to make friends if you are traveling alone. that being said, it's in a fantastic location, facilities are great (best bed ever), breakfast is awesome and the whole hostel it's very clean and comfortable. "
Italy,Female,18-24,9.1,8,10,10,8,10,8,10,"if you just want a place to crash and are not a light sleeper then this is the hostel for you. i was in a room with 7 other girls, so sleeping could be hard. everyone has different schedules and you have to wait for your time to use the bathroom/shower. personally, my experience wasn't really bad. the first night was terrible because one of my roommates snored like a drunk truck driver--no offense. i guess it's up to luck if you're put in a room with nice, considerate people then you'll be fine."
USA,Female,25-30,7.4,8,6,8,8,8,10,4,"the hostel dorm room wasn't cleaned properly; i stayed for 5 nights and they never mentioned anything about changing sheets or getting a new towels. ( i packed my own towels.) the other other guests made the experience memorable and the breakfast was good (except for being rudely rushed out exactly at 10:30a.m.) the pancakes were a nice touch. the british staff member that lead the hike to the hollywood sign (matt, i believe) was really friendly and helpful. :-)"
England,Male,41+,9.1,10,10,10,10,10,4,10,"we was very please with your staff, any questions we gave them they had an answer, we real enjoyed staying at the hostel. only one question, over the pasted 20 years l have travelled the world staying always at hostels, because of the joy and fun when you meet over people full of information on there travels with information, but today with everyone has a moble phone they just stare at the mobile all the time even when they are eating there meals!! how sad is that!! no one talks to each other!!"
Ireland,Male,18-24,10,10,10,10,10,10,10,10,"great hostel, very helpful staff. i would definitely stay here again. the outdoor patio is great!"
Australia,Male,31-40,7.4,6,10,6,8,4,8,10,"when i arrived in the morning i was given the impression of 'what the fuk do you want?"" from the desk staff which wasnt the nicest way to start my stay. the other breakfast staff and guides for the rest of the trip where a little nicer though. also... the us postal service just outside our window unloading at 3am in the morning super loudly made it nigh impossible to get any sleep."
Brazil,Male,31-40,8.3,6,8,10,8,8,10,8,"it is a great hostel, well located, clean, the staff is good and they have lots of activities. the only problem is that it is the most expensive hostel in hollywood."
England,Couple,31-40,9.1,8,10,10,10,6,10,10,"great locations and facilities. perfect place to explore hollywood and they appeared to offer free transport to the coast which is essential as public transport can be tricky in la. the only downside was an incredibly rude asian american girl on the front desk. she wasn't rude to us, but was completely condescending to her colleague right in front of us and also to our friend who wanted to leave us a message at the front desk- which apparently is 'impossible'. apart from that great stay."
Singapore,Male,18-24,10,10,10,10,10,10,10,10,the best place to stay at if you want a taste of hollywood. definitely going back again!
England,Male,31-40,9.4,8,10,10,8,10,10,10,best in the us
England,Male,18-24,9.7,8,10,10,10,10,10,10,great! would stay here again 
England,Male,25-30,9.1,8,10,10,8,10,10,8,great hostel
England,Female,18-24,10,10,10,10,10,10,10,10,"really lovely staff, great location just off hollywood blvd. people from all over the world come here and you hear so many stories from different walks of life. great social atmosphere. brilliant for first timers to hostels!"
Germany,Female,25-30,8.6,8,10,8,8,8,8,10,plugs and privacy pannels were excellent. i strongly recommend the hostel tour to the hollywood sign. it was great. good place to stay if you want to see hollywood.
Australia,Male,25-30,8.3,8,8,8,8,10,8,8,"top hostel, it's got everything you need and the staff are super friendly"
Brazil,Male,25-30,10,10,10,10,10,10,10,10,one of my best hostels!! staffs are helpfull and kind!! excellents activities!
Colombia,AllMaleGroup,18-24,9.7,10,10,8,10,10,10,10,"top hostel in la from the ones i've been to. really modern and well kept, very clean, almost gives you a feeling of a hotel. met a lot of cool people there, made some good friends. highly recommend "
Mexico,Female,18-24,8,8,10,6,8,8,8,8,"it's a good hostel, have a lot of facilities wifi, dry hair, it's pretty clean and have many activities for explore the city. beds have a strange sheet made with plastic, it makes you sweat and the show (even when is clean) is miserable!! the location is not that good, hollywood is just full of homeless people."
Russia,Couple,25-30,8.3,8,10,10,8,8,6,8,"the facilities was adequate, and the security was rigorous -- you had to show your key every time to be buzzed in. there were 6 people in our room and an en suite bathroom and toilet. the turnover seemed high, with people moving in and out every night. i didn't take part in the activities, so i can't comment on that. this place is alright if you just need to crash for a couple of nights."
USA,Male,18-24,10,10,10,10,10,10,10,10,"very social hostel--great common area to hang out and meet people. lots of events organized to get out and do things with people. bunks were great with outlets and a shelf. the bathrooms are in each room separately, which sometimes meant for waiting while somebody else was using--there were two other bathrooms that were useable though. overall a great experience."
England,Male,18-24,10,10,10,10,10,10,10,10,very clean. attentive staff and plenty of them. facilities were excellent. a perfect place to base yourself in la. they had thought of everything.
England,Female,25-30,9.1,8,10,10,10,10,8,8,"great customer service, excellent facilities, 30 seconds walk to hollywood blvd, comfy mattress and an amazing variety of things for the free breakfast, really couldn't fault it! would definitely recommend anyone to stay here!"
Australia,Female,18-24,9.4,10,10,10,10,8,8,10,i've stayed with all 3 of the usa hostels and love them all. always very clean and great activities organised! will recommend for sure!
Italy,Male,25-30,8.9,8,8,10,8,8,10,10,"definitely a good hostel. good location, nice atmosphere. hollywood is maybe not the best place to stay in la, but if you want to stay there, visit this hostel."
England,Male,18-24,9.7,10,10,8,10,10,10,10,"very good hostel - goes the extra mile compared to a lot of hostels. daily activities ranging from walking tours to all you can eat bbqs. good atmosphere as well, location is good for hollywood, less than 10min walk to the metro.   one minor issue i found was that reception was always very busy and took a while to check in/get info etc as a result"
Australia,Male,25-30,8,8,10,8,10,6,6,8,"the hostel was nice and had everything i needed, it did lack personality due to its large size though."
Australia,Male,25-30,9.1,8,10,8,10,10,10,8,"right in the middle of hollywood. really cool outdoor space with lounges to chill, relax and drink. they had free comedy and dinners some nights too and offer daily activities and tours. perfect if you want to stay in hollywood."
Norway,Female,18-24,4,4,8,6,2,2,2,4,"this hostel was not what we expected at all. the staff were unprofessional and you feel like they don't want you there. no rules and it was noisy all day and all night long..   we booked this hostel because we had such a great stay at usa hostel in san francisco. well, this was a bad experience, especially when it's so expensive. ain't coming back!"
SouthAfrica,Male,25-30,8.9,8,10,10,10,6,8,10,"really good hostel and just off the strip! everything was very clean, efficient and in working order. rooms were just a tad pricey but i enjoyed the extras like the comedy night and the bar hopping (not sure what i had to pay for though)"
England,Male,18-24,9.7,10,10,8,10,10,10,10,"this is a great hostel. i travelled solo and stayed in this hostel - met loads of new people, friendly atmosphere, great day trips organised by the hostel e.g. six flags theme park, free breakfast! la is massive so location will always be an issue at some point if you want to see more than hollywood. would definitely stay here again."
Australia,Male,25-30,9.4,8,10,10,8,10,10,10,9/10 would bang again.
Germany,Male,25-30,8.9,8,10,8,8,10,8,10,was a good choice for a place to start. many friendly people. nice to check out hollywood. everything is nearby. even the subway. very friendly and helpful staff.
England,MixedGroup,18-24,9.1,6,10,10,10,10,8,10,"really nice place, very clean with great facilities. quite expensive, might stop me from staying again, but great for a few nights."
NewZealand,Female,18-24,5.4,6,8,6,6,2,8,2,one of the most disgusting hostels i have stayed at. one of the staff members was stoned 24/7 and messed up several of my bookings i had made. my dorm room smelt. good facilities but they really need to clean up their act. would not recommend staying at this hostel. i won't be back. 
Germany,Female,18-24,8.9,10,8,6,10,10,8,10,"the location is perfect if you want to be right at the walk of fame but otherwise this is not a very fancy or clean area. the hostel offers lots of free stuff (walking tours to hollywood sign, shuttle to the beach) but this is often first come, first served. still the breakfast was fantastic (hot chocolate and butter/chocolate/jam spreading was missing). i loved the cleanliness of the hostel. the room is as dirty as your room mates are. minus: no checking in before 11am even if room is ready."
USA,Female,18-24,8.9,8,10,8,10,6,10,10,pretty cool hostel. very clean and organized. the atmosphere was lacking. people didn't seem like they wanted to meet anyone. staff were friendly but could have encouraged more hostel comraderie. perfect if you want to explore hollywood tourist attractions. 
Spain,Female,25-30,8.9,6,10,8,10,10,8,10,"very clean and safe. it's very well located, just near all the touristic places of hollywood and close to the subway. good facilities, and good staff... that said, i have to say it's expensive. more expensive than other hostels around it. you pay for what you get. if you are not in a very tight budget, i think it's worthy. the breakfast was nice in general, but other spreads apart from butter (for example, peanut butter) would have been nice. i really liked the raisins &amp; cinnamon point!"
Germany,Female,18-24,9.1,10,10,10,8,10,8,8,"the location is perfect, right off hollywood boulevard, everything is in walking distance! very secure, friendly staff, great offers on tours, shuttles and pub crawls.... only thing that would be great is if the hostel had deals with the close by parking garages, fees are very high and almost doubled the cost of our stay..."
Australia,Male,18-24,9.7,8,10,10,10,10,10,10,honestly one of the best hostels ever!
Australia,Male,25-30,10,10,10,10,10,10,10,10,quality back packers. everything you want is there. staff very helpful with transport and tourist attractions.
USA,Male,18-24,9.1,10,10,8,10,8,10,8,"some unwanted hairs on my bed but other than that, great place! breakfast was a dinky but you can't ask for much at $40 a night. great place!"
Brazil,Female,18-24,7.1,6,8,10,8,10,4,4,great location and great staff. but didn't like the atmosphere at all. would not come back because of that
SouthKorea,Male,25-30,8.6,8,6,10,8,10,10,8,"front desk staffs are really kind. i arrived in la in the morning after riding night bus. so i need to rinse my hair, and the staffs allow to wash myself before check-in. because of that, i spent nice time in la. beds in dormitory are nice. beds have wall not to be seen, and also have personal lights. the location is good to go hollywood and universial studio. but at night, it can be little dangerous because little far from crowded hollywood avenue."
Germany,Male,25-30,8.3,6,8,8,8,10,10,8,"great hostel, great place to meet people from all over the world! the only thing is that american hostels are quite expensive and booking a hotel sometimes might be cheaper. however, i can only recommend it. they also offer a programme for the day, which is a great thing!"
Germany,Female,18-24,8.9,8,10,10,8,8,8,10,really nice and new hostel. offer many activities for day and night.
Colombia,Male,18-24,9.7,10,10,10,8,10,10,10,the place is situated in the best location that you can find in los angeles only one block of the fame hall in hollywood. if you want to go from the airport you need to take the flyway shuttle for only 8 usd.
USA,Female,18-24,8.9,10,8,8,8,10,10,8,"the location is right in hollywood, awesome except that the window of my room and bathroom peered onto a parking lot where bums would hangout.  my biggest qualm is the en-suite bathrooms, people leave it messy, you have to wait to use it if someone else is in there, and hurry if someone is waiting.  perfect for meeting people. the outdoor lounge creates a social environment and i was up until 5am both nights of my stay chatting with people from around the world.  an unforgettable, awesome time!"
Australia,Female,18-24,9.4,8,10,8,10,10,10,10,"i really enjoyed my stay at usa hostels hollywood. the facilities were excellent and i really loved that there was all-you-can-eat pasta the night i was there. i only stayed for one night and thought that was much easier than finding my own dinner. the location was close to hollywood boulevard but in general i felt a little unsafe in the whole area around, nothing to do with the hostel though. overall really enjoyed my stay and would recommend."
Australia,MixedGroup,25-30,6.3,4,10,10,6,4,6,4,"i was given a sheet with a big yellow stain in the middle and although the staff member changed it he did so with a sour look on his face, as if it were my fault. the rest of the staff are all very rude and disinterested, save for a couple. one bathroom per 8 bed is very limited. the tours and activities that are offered are ridiculously overpriced as are the beds themselves. not a bad place overral but if you want friendlier staff and better value then look elsewhere. "
Chile,Male,25-30,9.7,10,10,10,10,8,10,10,"awesome hostel, totally recommended!"
China,Female,18-24,10,10,10,10,10,10,10,10,"i would like to see more breakfast options such as more fruits, cereals with milk and frozen waffles."
England,Female,31-40,9.4,10,10,8,10,8,10,10,"cleaner than some hotels i've stayed in, and feels really spacious and bright. the staff are amazing and super friendly (minus one rude, miserable girl) big rooms, comfy beds, this hostel is great! close to walk of fame, oscars theatre, chinese theatre, hollywood blvd. the only negative is the small kitchen but that can't be helped. plus you can eat out on the patio if you can't get a seat inside. hike to runyan canyon is well worth it the views are stunning! would 100% recommend this place!"
Brazil,Male,25-30,8.6,10,8,10,8,8,8,8,"awesome experience, would definitely recommend!"
England,Male,31-40,7.7,6,10,10,6,8,6,8,"a decent enough hostel, it's clean and has a good location but didn't think it's worth '$41 a night in an 8 bed dorm. "
Australia,Female,31-40,9.4,8,10,10,8,10,10,10,great hostel. noisy but confortable and friendly staff
